reviewerID,first_interaction,last_interaction,frequency,monetary,avg_rating,distinct_categories,recency,customer_age_T,r_score,f_score,m_score,rfm_segment,rfm_composite_score,cluster,pca_x,pca_y,pca_z,is_outlier,centroid_distance,clv_pred,p_active,churn_probability,expected_transactions_1y,projected_clv_1y,churn_risk_level,persona,priority_level,marketing_strategy,preferred_channel,discount_incentive
A000376V,2024-01-02,2025-10-24,12,1466.8400000000001,4.5,12,69,730,3,4,4,344,3.6000000000000005,3,0.9464,0.0159,0.9132,False,1.022,307.43,0.573,0.427,3.44,388.87,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000377X,2024-12-19,2024-12-19,1,182.62,4.0,1,378,378,1,1,1,111,1.0,1,-2.5722,1.05,0.8316,False,0.85,47.11,0.599,0.401,0.58,97.75,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000378W,2025-09-06,2025-12-29,16,1949.08,4.5625,16,3,117,5,5,5,555,5.0,3,1.9966,0.5603,-0.0885,False,0.732,2529.95,0.705,0.295,35.2,3969.86,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000379T,2024-02-12,2025-05-06,2,250.42,3.5,2,240,689,2,1,1,211,1.4000000000000001,1,-2.201,0.348,0.2396,False,0.265,61.33,0.655,0.345,0.69,80.5,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000380A,2024-02-12,2025-12-16,15,2247.65,3.933333333333333,15,16,689,4,5,5,455,4.6,3,1.3885,-0.429,-0.1178,False,0.526,687.88,0.715,0.285,5.68,788.63,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000381V,2025-09-02,2025-12-29,13,1794.05,4.538461538461538,13,3,121,5,4,5,545,4.7,3,1.7665,0.6827,-0.1301,False,0.764,2362.06,0.72,0.28,28.22,3605.53,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000382X,2024-01-06,2025-03-04,11,1450.6299999999999,3.272727272727273,11,303,726,2,4,4,244,3.2,0,-0.0979,-1.4524,0.3228,False,0.479,59.77,0.078,0.922,0.43,52.53,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000383Y,2024-02-28,2025-02-09,5,497.54,4.4,5,326,673,1,2,2,122,1.6,0,-0.7679,0.4119,1.2891,False,1.787,38.48,0.324,0.676,0.88,80.83,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000384J,2024-09-19,2024-10-20,3,163.44,4.333333333333333,3,438,469,1,1,1,111,1.0,1,-1.9025,0.9754,1.2435,False,1.239,24.59,0.261,0.739,0.61,30.73,High,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000385A,2024-01-22,2025-03-02,11,1401.93,3.4545454545454546,11,305,710,2,4,4,244,3.2,0,-0.0234,-1.2723,0.4931,False,0.413,59.89,0.07,0.93,0.4,46.99,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000386F,2024-12-15,2024-12-15,1,217.26,4.0,1,382,382,1,1,1,111,1.0,1,-2.467,0.9732,0.846,False,0.799,46.08,0.599,0.401,0.57,115.08,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000387J,2024-02-27,2025-12-02,12,1287.09,4.25,12,30,674,3,4,4,344,3.6000000000000005,3,0.9055,0.0581,0.3597,False,0.738,425.92,0.684,0.316,4.45,441.51,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000388Y,2024-03-16,2025-05-02,7,798.19,4.142857142857143,7,244,656,2,2,2,222,2.0,0,-0.3045,-0.1117,0.9876,False,1.124,80.88,0.293,0.707,1.14,120.31,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000389K,2024-03-05,2025-02-16,10,1259.71,3.3,10,319,667,1,3,4,134,2.5,0,-0.2562,-1.3316,0.3531,False,0.317,56.58,0.067,0.933,0.37,43.07,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000390L,2025-03-07,2025-04-08,2,268.85,3.0,2,268,300,2,1,1,211,1.4000000000000001,1,-2.4474,-0.1711,-0.1812,False,0.805,126.93,0.443,0.557,1.08,134.15,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000391M,2025-01-07,2025-02-12,2,306.66,2.0,2,323,359,1,1,1,111,1.0,1,-2.9396,-1.1961,-1.0363,False,2.199,76.35,0.44,0.56,0.9,127.14,Medium,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000392A,2025-09-17,2025-12-31,5,491.61,3.8,5,1,106,5,2,2,522,3.2,2,-0.0074,1.2175,-1.2252,False,0.68,1428.69,0.762,0.238,13.11,1193.97,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000393F,2024-01-25,2025-11-27,16,1889.38,3.8125,16,35,707,3,5,5,355,4.2,3,1.1076,-0.6989,0.0509,False,0.846,490.7,0.638,0.362,5.27,576.15,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000394E,2024-02-21,2024-12-26,7,939.59,2.5714285714285716,7,371,680,1,2,3,123,1.9,0,-1.1315,-1.737,-0.3107,False,1.267,33.36,0.135,0.865,0.51,63.16,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000395U,2024-03-11,2025-11-10,15,1762.0,4.133333333333334,15,52,661,3,5,5,355,4.2,3,1.1012,-0.4426,0.4902,False,0.75,460.09,0.564,0.436,4.67,507.79,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000396X,2024-01-17,2025-03-03,2,112.94,4.5,2,304,715,2,1,1,211,1.4000000000000001,1,-2.2095,1.5441,1.2166,False,1.449,34.63,0.627,0.373,0.64,33.48,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000397N,2024-07-15,2025-06-16,2,341.71000000000004,4.0,2,199,535,2,1,1,211,1.4000000000000001,1,-1.7015,0.7245,0.6538,False,0.838,122.4,0.647,0.353,0.88,139.61,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000398C,2025-06-17,2025-12-31,5,490.53,2.8,5,1,198,5,2,2,522,3.2,2,-0.5428,0.2991,-2.1596,False,1.757,1149.92,0.765,0.235,7.05,640.44,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000399E,2024-01-12,2025-03-13,11,1362.04,3.4545454545454546,11,294,720,2,4,4,244,3.2,0,-0.0335,-1.2503,0.4774,False,0.386,62.09,0.084,0.916,0.47,53.5,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000400Z,2024-01-05,2025-02-17,10,1058.99,2.8,10,318,727,1,3,3,133,2.1999999999999997,0,-0.6305,-1.7162,-0.1256,False,0.892,45.26,0.091,0.909,0.46,44.89,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000401W,2025-09-02,2025-12-01,19,2221.16,4.2631578947368425,19,31,121,3,5,5,355,4.2,3,1.6127,-0.4139,0.4484,False,0.509,2300.92,0.088,0.912,4.57,494.62,High,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000402A,2024-12-18,2025-03-16,2,233.95000000000002,2.0,2,291,379,2,1,1,211,1.4000000000000001,1,-3.0851,-1.053,-1.0923,False,2.164,88.3,0.493,0.507,0.95,102.82,Medium,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000403C,2025-07-10,2025-12-31,9,1258.78,4.111111111111111,9,1,175,5,3,4,534,4.1,2,1.1788,0.8144,-0.8408,False,0.823,1685.04,0.761,0.239,14.29,1850.28,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000404Z,2025-01-29,2025-04-08,2,446.58,4.0,2,268,337,2,1,2,212,1.7000000000000002,1,-1.5987,0.5315,0.7834,False,0.979,125.88,0.482,0.518,1.04,215.82,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000405S,2024-01-15,2025-11-08,9,1589.02,4.0,9,54,717,3,3,4,334,3.3,3,0.5566,-0.2667,0.3392,False,1.095,375.34,0.659,0.341,3.02,493.4,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000406G,2024-06-12,2025-09-13,2,288.78999999999996,4.5,2,110,568,3,1,1,311,1.8000000000000003,1,-1.413,1.4123,0.8852,False,1.471,206.66,0.709,0.291,0.91,121.81,Low,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000407N,2024-01-14,2025-05-21,7,803.9300000000001,4.428571428571429,7,225,718,2,2,2,222,2.0,0,-0.1302,0.1694,1.224,False,1.501,80.08,0.365,0.635,1.3,138.02,Medium,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000408P,2025-09-10,2025-12-26,16,2305.42,4.4375,16,6,113,4,5,5,455,4.6,3,1.9148,0.225,0.0192,False,0.41,2928.61,0.627,0.373,32.42,4324.82,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000409Q,2024-07-16,2025-05-17,3,402.67,3.3333333333333335,3,229,534,2,1,1,211,1.4000000000000001,1,-1.7399,-0.1572,0.1154,False,0.944,101.78,0.543,0.457,1.11,138.28,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000410L,2025-09-04,2025-12-19,23,2573.4700000000003,4.3478260869565215,23,13,119,4,5,5,455,4.6,3,2.0817,-0.2822,0.2329,False,0.558,3028.18,0.429,0.571,22.37,2317.79,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000411F,2024-02-05,2025-12-31,13,1599.65,4.076923076923077,13,1,696,5,4,4,544,4.4,3,1.5968,0.4914,-0.8338,False,1.089,567.65,0.766,0.234,5.22,594.88,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000412M,2024-04-01,2025-02-09,3,606.0699999999999,3.6666666666666665,3,326,640,1,1,2,112,1.2999999999999998,1,-1.3832,-0.1189,0.5861,False,1.256,43.92,0.494,0.506,0.85,158.22,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000413K,2025-10-22,2025-10-22,1,231.98,5.0,1,71,71,3,1,1,311,1.8000000000000003,1,-1.5355,2.308,1.1437,False,2.176,856.55,0.599,0.401,3.08,661.09,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000414Z,2025-08-01,2025-12-31,9,979.5699999999999,4.111111111111111,9,1,153,5,3,3,533,3.8,2,1.023,0.9217,-0.8559,False,0.669,1567.99,0.76,0.24,16.32,1644.58,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000415L,2024-01-04,2024-10-11,7,1039.08,3.4285714285714284,7,447,728,1,2,3,123,1.9,0,-0.651,-1.0414,0.5673,False,0.424,18.26,0.096,0.904,0.34,46.48,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000416U,2025-08-01,2025-12-31,8,1040.19,3.125,8,1,153,5,3,3,533,3.8,2,0.4437,0.0486,-1.7812,False,1.31,1615.8,0.761,0.239,14.52,1748.54,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000417V,2024-04-19,2025-09-26,9,1040.56,4.555555555555555,9,97,622,3,3,3,333,3.0,3,0.4668,0.272,1.0543,False,1.493,272.16,0.519,0.481,2.74,293.6,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000418C,2024-02-05,2025-11-29,8,1026.28,3.875,8,33,696,3,3,3,333,3.0,2,0.2309,-0.0077,0.0043,False,1.18,357.24,0.71,0.29,2.98,353.94,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000419B,2024-03-19,2025-01-29,12,1836.81,3.1666666666666665,12,337,653,1,4,5,145,3.1,0,0.0379,-1.724,0.2843,False,0.784,66.13,0.05,0.95,0.34,47.53,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000420E,2024-01-13,2025-02-24,9,1184.53,3.4444444444444446,9,311,719,2,3,3,233,2.5999999999999996,0,-0.2933,-1.1122,0.4677,False,0.17,51.38,0.128,0.872,0.59,71.54,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000421F,2024-02-14,2024-12-10,10,1401.71,3.1,10,387,687,1,3,4,134,2.5,0,-0.3378,-1.6123,0.2465,False,0.599,35.66,0.05,0.95,0.27,34.48,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000422V,2024-02-27,2025-02-09,13,1971.41,3.5384615384615383,13,326,674,1,4,5,145,3.1,0,0.3508,-1.4453,0.6287,False,0.837,71.95,0.05,0.95,0.35,49.43,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000423B,2025-09-26,2025-12-25,23,2759.39,4.173913043478261,23,7,97,4,5,5,455,4.6,3,2.1517,-0.3235,-0.1398,False,0.684,3612.18,0.599,0.401,31.22,3467.82,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000424X,2025-07-08,2025-12-31,7,754.3299999999999,3.857142857142857,7,1,177,5,2,2,522,3.2,2,0.5345,0.9254,-1.1251,False,0.4,1349.54,0.763,0.237,11.01,1098.74,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000425C,2025-09-08,2025-12-26,13,1401.53,4.384615384615385,13,6,115,4,4,4,444,4.0,3,1.4114,0.4985,-0.0742,False,0.586,1971.07,0.659,0.341,27.18,2712.97,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000426J,2025-10-06,2025-12-31,5,504.05,2.8,5,1,87,5,2,2,522,3.2,2,-0.526,0.2875,-2.1579,False,1.751,1502.3,0.76,0.24,15.95,1488.6,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000427Q,2025-08-31,2025-12-31,9,1333.78,4.444444444444445,9,1,123,5,3,4,534,4.1,2,1.3928,1.0961,-0.526,False,1.082,1968.86,0.758,0.242,20.24,2777.72,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000428X,2025-04-01,2025-04-01,1,168.38,4.0,1,275,275,2,1,1,211,1.4000000000000001,1,-2.5547,1.1687,0.7053,False,0.837,122.98,0.599,0.401,0.79,123.89,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000429P,2024-03-02,2025-12-19,11,1377.99,4.090909090909091,11,13,670,4,4,4,444,4.0,3,0.9644,0.1384,-0.0953,False,0.694,505.98,0.737,0.263,4.42,512.12,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000430R,2025-09-05,2025-12-30,15,1818.25,4.6,15,2,118,5,5,5,555,5.0,3,1.9831,0.7349,-0.1723,False,0.895,2406.14,0.73,0.27,33.89,3803.61,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000431V,2025-09-05,2025-12-29,17,1926.44,4.176470588235294,17,3,118,5,5,5,555,5.0,3,1.832,0.1782,-0.4456,False,0.649,2490.91,0.702,0.298,36.61,3841.09,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000432Q,2024-05-02,2025-02-06,10,1317.3500000000001,2.5,10,329,609,1,3,4,134,2.5,0,-0.6622,-2.0945,-0.3798,False,1.335,62.02,0.05,0.95,0.3,36.55,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000433P,2024-04-15,2025-03-01,6,573.58,4.166666666666667,6,306,626,2,2,2,222,2.0,0,-0.6592,0.0667,1.0667,False,1.363,51.0,0.241,0.759,0.84,74.68,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000434J,2025-09-03,2025-12-25,16,2103.03,4.4375,16,7,120,4,5,5,455,4.6,3,1.8291,0.2289,0.0649,False,0.341,2615.09,0.611,0.389,29.76,3621.44,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000435G,2025-09-02,2025-12-19,20,2395.29,4.6,20,13,121,4,5,5,455,4.6,3,2.0577,0.0554,0.4544,False,0.564,2811.57,0.429,0.571,22.37,2480.91,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000436S,2024-01-11,2025-02-08,9,979.6999999999999,3.6666666666666665,9,327,721,1,3,3,133,2.1999999999999997,0,-0.3033,-0.8399,0.6831,False,0.4,41.73,0.112,0.888,0.51,51.66,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000437D,2025-09-22,2025-12-27,24,2827.61,4.208333333333333,24,5,101,4,5,5,455,4.6,3,2.2815,-0.2489,-0.2135,False,0.795,3728.56,0.652,0.348,34.01,3709.69,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000438M,2025-09-09,2025-09-09,1,36.08,3.0,1,114,114,2,1,1,211,1.4000000000000001,1,-3.8466,1.1324,-0.6555,False,1.796,524.73,0.599,0.401,1.92,64.04,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000439P,2024-04-05,2025-02-02,6,681.33,3.5,6,333,636,1,2,2,122,1.6,0,-0.9263,-0.6422,0.4865,False,0.746,43.23,0.212,0.788,0.73,76.74,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000440D,2025-10-02,2025-12-03,13,1740.88,4.384615384615385,13,29,91,3,4,4,344,3.6000000000000005,3,1.2354,0.0196,0.4964,False,0.52,2062.7,0.108,0.892,5.62,696.43,High,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000441K,2025-09-04,2025-12-26,24,3293.61,4.166666666666667,24,6,119,4,5,5,455,4.6,3,2.3212,-0.3934,-0.1842,False,0.87,4363.26,0.626,0.374,32.63,4146.44,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000442X,2024-06-18,2024-07-17,2,325.75,5.0,2,533,562,1,1,1,111,1.0,1,-1.4068,1.4038,1.9615,False,2.2,10.93,0.421,0.579,0.55,82.53,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000443X,2024-01-26,2025-12-29,9,1359.8,4.333333333333333,9,3,706,5,3,4,534,4.1,2,1.1975,0.8018,-0.363,False,0.932,497.81,0.763,0.237,3.55,496.69,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000444U,2024-02-15,2025-11-16,15,1591.95,4.333333333333333,15,46,686,3,5,4,354,3.9000000000000004,3,1.1706,-0.1834,0.625,False,0.678,419.61,0.598,0.402,4.77,468.66,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000445R,2024-09-21,2025-09-23,2,244.95,5.0,2,100,467,3,1,1,311,1.8000000000000003,1,-1.2279,1.9673,1.3064,False,2.144,275.78,0.702,0.298,1.1,124.46,Low,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000446S,2024-10-12,2025-11-14,3,538.55,4.333333333333333,3,48,446,3,1,2,312,2.1,2,-0.6952,1.0481,0.4745,False,1.64,473.99,0.719,0.281,1.77,293.6,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000447X,2024-08-19,2024-08-19,1,167.26,3.0,1,500,500,1,1,1,111,1.0,1,-3.2202,0.094,-0.0009,False,0.98,14.91,0.599,0.401,0.44,67.68,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
